Painting ID,Location,Location Type,Rack,Artist,Title,Height,Width,Depth,Dimension
1992.12.16,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22B",Screen, 22B,A. Veranneman,"Architectural Exterior, 1911",12.01,9.25,,12 x 9 1/4 inches (30.5 x 23.5 cm)
1993.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 18A",Screen, 18A,John Hoppner,"Portrait of Nancy Carey, c. 1780",94.02,57.76,,"94 x 57 3/4 inches (238.8 x 146.7 cm)
Frame: 109 1/2 x 73 inches (278.1 x 185.4 cm)"
1993.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Screen, 38A,Lorna Simpson,"Holding and Breaking, 1992",74.02,20.39,2.01,74 × 20 3/8 × 2 inches (188 × 51.8 × 5.1 cm)
1993.4.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Angela Bourodimos,"All Access Fountain, 1991",32.01,30.0,,"(.A): 32 x 30 inches (81.3 x 76.2 cm)
(.B): 22 x 14 x 14 inches (55.9 x 35.6 x 35.6 cm)
(.C): 12 inches (30.5 cm)
(.D): 12 inches (30.5 cm)
(.E): 12 inches (30.5 cm)
(.F): 12 inches (30.5 cm)
(.G): 1 1/4 x 1 3/4 x 1 1/2 inches (3.2 x 4.4 x 3.8 cm)"
1993.8.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Screen, 35B,Leonid Tishkov,"L.I.T. Looks in a Microscope and Sees: Even the Smallest Microbe Lives in a Trunk, 1989",29.53,39.37,,29 1/2 x 39 3/8 inches (75 x 100 cm)
1993.8.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Screen, 35B,Leonid Tishkov,"Living in a Trunk Also Wants a Little Love, 1989",29.53,39.37,,29 1/2 x 39 3/8 inches (75 x 100 cm)
1993.10.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 20B",Screen, 20B,Charles Christian Nahl,"Young Girl with Kid Goat, 1858",60.0,42.01,,60 x 42 inches (152.4 x 106.7 cm)
1993.12.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,"French, In the style of Eugène Delacroix","The Bathers, 19th century–20th century",9.02,10.98,,9 x 11 inches (22.9 x 27.9 cm)
1994.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 24A",Screen, 24A,Edward Lamson Henry,"Feeding the Kittens, 1883",5.98,4.02,,6 x 4 inches (15.2 x 10.2 cm)
1994.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,Marianne Manasse,"Diplomacy, 20th century",24.02,35.98,,24 x 36 inches (61 x 91.4 cm)
1995.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34B",Screen, 34B,Olga Chernysheva,"Fête Champêtre, 20th century",49.21,76.77,,49 3/16 x 76 3/4 inches (125 x 195 cm)
1995.6.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Boris Anisfeld,"Red Landscape with Figure, c. 1907",12.52,17.91,,12 1/2 x 17 15/16 inches (31.8 x 45.5 cm)
1995.6.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Boris Anisfeld,"Obverse: Kneeling Woman, c. 1905",11.5,17.44,,11 1/2 x 17 7/16 inches (29.2 x 44.3 cm)
1995.6.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Boris Anisfeld,"Design for Decoration of Villa Wougaft, 1914–1917",15.47,20.08,,15 1/2 x 20 1/16 inches (39.3 x 51 cm)
1995.6.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Boris Anisfeld,"Figure in Blue Cape on Orange Background (verso: Kneeling Figure by Water), c. 1913",9.25,11.46,,9 1/4 x 11 7/16 inches (23.5 x 29.1 cm)
1995.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56B",Screen, 56B,"Dmitri Plavinsky, Russian, 1937 - 2012","Salamander, 1974",7.48,,,Image (diameter):7 1/2 inches (19 cm)
1995.7.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54B",Screen, 54B,"Dmitri Plavinsky, Russian, 1937 - 2012","Workshop, 1975",12.87,19.09,,12 7/8 x 19 1/8 inches (32.7 x 48.5 cm)
1995.12.1.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",Screen, 34A,,"Bridge from the portfolio Projects, 1987 (printed 1990)",42.01,30.98,,42 x 31 inches (106.7 x 78.7 cm)
1995.12.1.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",Screen, 34A,,"Columbarium Architecture (Museum of Disappearing Buildings) from the portfolio Projects, 1984 (printed 1990)",32.01,22.52,,"Composition: 32 × 22 1/2 inches (81.3 × 57.2 cm)
Sheet: 42 1/4 × 30 3/4 inches (107.3 × 78.1 cm)
Frame: 49 1/2 × 38 × 1 1/2 inches (125.7 × 96.5 × 3.8 cm)"
1995.12.1.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",Screen, 34A,,"Columbarium Habitabile from the portfolio Projects, 1989 (printed 1990)",33.27,21.61,,"Image: 33 1/4 × 21 5/8 inches (84.5 × 54.9 cm)
Plate: 33 3/4 × 22 1/4 inches (85.7 × 56.5 cm)
Sheet: 42 1/4 × 30 3/4 inches (107.3 × 78.1 cm)
Frame: 49 1/2 × 38 × 1 1/2 inches (125.7 × 96.5 × 3.8 cm)"
1995.12.1.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",Screen, 34A,,"Contemporary Architectural Art Museum from the portfolio Projects, 1988 (printed 1990)",42.01,30.98,,42 x 31 inches (106.7 x 78.7 cm)
1995.12.1.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",Screen, 36A,,"Crystal Palace from the portfolio Projects, 1989–1990",42.01,30.98,,42 x 31 inches (106.7 x 78.7 cm)
1995.12.1.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,,"Diomede I from the portfolio Projects, 1989 (printed 1990)",21.5,15.51,,21 1/2 x 15 1/2 inches (54.6 x 39.4 cm)
1995.12.1.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,,"Diomede II from the portfolio Projects, 1989 (printed 1990)",10.87,6.73,,"Image: 10 7/8 × 6 3/4 inches (27.6 × 17.1 cm)
Plate: 11 1/4 × 6 7/8 inches (28.6 × 17.5 cm)
Sheet: 21 3/8 × 15 1/4 inches (54.3 × 38.7 cm)
Frame: 28 1/4 × 22 5/8 × 1 1/2 inches (71.8 × 57.5 × 3.8 cm)"
1995.12.1.10,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,,"Doll's House from the portfolio Projects, 1990",30.39,22.36,,"Image: 30 3/8 × 22 3/8 inches (77.2 × 56.8 cm)
Plate: 31 5/8 × 23 1/4 inches (80.3 × 59.1 cm)
Sheet: 42 1/8 × 30 1/2 inches (107 × 77.5 cm)
Frame: 49 1/2 × 38 × 1 1/2 inches (125.7 × 96.5 × 3.8 cm)"
1995.12.1.11,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",Screen, 34A,,"Dome from the portfolio Projects, 1989 (printed 1990)",42.01,30.98,,42 x 31 inches (106.7 x 78.7 cm)
1995.12.1.14,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",Screen, 36A,,"Forum de Mille Veritatis from the portfolio Projects, 1987 (printed 1990)",42.01,30.98,,42 x 31 inches (106.7 x 78.7 cm)
1995.12.1.15,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,,"Untitled (Four Head Composite) from the portfolio Projects, 1983–1984 (printed 1990)",21.5,15.51,,21 1/2 x 15 1/2 inches (54.6 x 39.4 cm)
1995.12.1.16,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",Screen, 36A,,"Glass Tower from the portfolio Projects, 1984 (printed 1990)",42.01,30.98,,42 x 31 inches (106.7 x 78.7 cm)
1995.12.1.17,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,,"Glass Tower II from the portfolio Projects, 1984 (printed 1990)",42.01,30.98,,42 x 31 inches (106.7 x 78.7 cm)
1995.12.1.20,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",Screen, 34A,,"Island of Stability from the portfolio Projects, 1989–1990",31.06,23.11,,"Plate: 31 1/16 × 23 1/8 inches (78.9 × 58.7 cm)
Sheet: 42 1/8 × 30 5/8 inches (107 × 77.8 cm)
Frame: 49 1/2 × 38 × 1 1/2 inches (125.7 × 96.5 × 3.8 cm)"
1995.12.1.21,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",Screen, 36A,,"Nameless River from the portfolio Projects, 1986 (printed 1990)",42.01,30.98,,42 x 31 inches (106.7 x 78.7 cm)
1995.12.1.23,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 37A",Screen, 37A,,"Ship of Fools or a Wooden Skyscraper for the Jolly Company from the portfolio Projects, 1988 (printed 1990)",28.62,21.38,,"Image: 28 5/8 × 21 3/8 inches (72.7 × 54.3 cm)
Plate: 29 × 21 3/4 inches (73.7 × 55.2 cm)
Sheet: 42 1/4 × 30 1/2 inches (107.3 × 77.5 cm)
Frame: 49 1/2 × 38 × 1 1/2 inches (125.7 × 96.5 × 3.8 cm)"
1995.12.1.24,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",Screen, 36A,,"Stageless Theatre from the portfolio Projects, 1986 (printed 1990)",42.01,30.98,,42 x 31 inches (106.7 x 78.7 cm)
1995.12.1.26,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",Screen, 36A,,"Theater from the portfolio Projects, 1990",42.01,30.98,,42 x 31 inches (106.7 x 78.7 cm)
1995.12.1.27,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33A",Screen, 33A,,"Town Bridge from the portfolio Projects, 1989–1990",30.98,42.01,,31 x 42 inches (78.7 x 106.7 cm)
1995.12.1.28,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33A",Screen, 33A,,"Unknown Person from the portfolio Projects, 1985–1989 (printed 1990)",15.0,12.24,,"Composition: 15 x 12 1/4 inches (38.1 x 31.1 cm)
Frame: 37 3/4 x 28 1/4 x 1 1/2 inches (95.9 x 71.8 x 3.8 cm)"
1995.12.1.29,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,,"Untitled (House with Stag's Head and Dog) from the portfolio Projects, 1986 (printed 1990)",30.98,21.5,,31 x 21 1/2 inches (78.7 x 54.6 cm)
1995.12.1.30,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,,"Untitled (Person Holding Buildings) from the portfolio Projects, 1985 (printed 1990)",21.5,15.51,,21 1/2 x 15 1/2 inches (54.6 x 39.4 cm)
1995.12.1.33,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32B",Screen, 32B,,"Villa Claustrophobia from the portfolio Projects, 1985 (printed 1990)",42.01,30.98,,42 x 31 inches (106.7 x 78.7 cm)
1995.12.1.34,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 37A",Screen, 37A,,"Villa Nautilus, 1990",42.01,30.98,,42 x 31 inches (106.7 x 78.7 cm)
1995.12.1.35,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36B",Screen, 36B,,"Wandering Turtle from the portfolio Projects, 1984 (printed 1990)",30.98,42.01,,31 x 42 inches (78.7 x 106.7 cm)
1995.14.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Screen, 32A,"Leonid Lerman
Born in Odessa, Ukraine, 1953","Improvisation in Red and Blue, 1993",32.76,40.0,,32 3/4 x 40 inches (83.2 x 101.6 cm)
1995.14.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Screen, 32A,"Leonid Lerman
Born in Odessa, Ukraine, 1953","Evening at Volga, 1992",33.74,22.24,,33 3/4 x 22 1/4 inches (85.7 x 56.5 cm)
1995.14.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Screen, 32A,"Leonid Lerman
Born in Odessa, Ukraine, 1953","Study for Other Horizons, 1992",37.01,37.01,,37 x 37 inches (94 x 94 cm)
1995.16.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,Yuri Albert,"About Beauty from the series Alphabet for the Blind, 1988–1989",47.99,79.76,,48 x 79 3/4 inches (121.9 x 202.6 cm)
1995.16.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Screen, 38A,Georgii Kizevalter,"Ars Brevis, 1988",41.26,67.52,,41 1/4 x 67 1/2 inches (104.8 x 171.5 cm)
1995.16.18,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34B",Screen, 34B,Nikolai Panitkov,"Stuff Up the Hole, Stuff Up the Crack, 1987",32.99,32.99,5.0,33 x 33 x 5 inches (83.8 x 83.8 x 12.7 cm)
1995.20.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55A",Screen, 55A,Ilya Kabakov,"The Rabbits, 1994",,,,
1995.22.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54B",Screen, 54B,Feodor Petrovich Tolstoy,"The Return of Ulysses, c. 1820",5.87,9.88,,5 7/8 x 9 7/8 inches (14.9 x 25.1 cm)
1995.23.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,Alexander Roytburd,"The Movement, 1988",54.72,47.24,,54 3/4 x 47 1/4 inches (139 x 120 cm)
1995.24.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26B",Screen, 26B,Edward Hagedorn,"Sword Swallower, c. 1930",17.01,27.01,,17 x 27 inches (43.2 x 68.6 cm)
1995.24.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26B",Screen, 26B,Edward Hagedorn,"The Rainbow, c. 1930",17.01,27.01,,17 x 27 inches (43.2 x 68.6 cm)
1996.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"C. Baugniet, Printed by Louis Haghe, F. G. Moon","Portrait of David Roberts, Esq., R.A., 1844",23.5,17.01,,Folio-sized sheet mount: 23 1/2 x 17 inches (59.7 x 43.2 cm)
1996.1.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","The Greek Church of the Holy Sepulchre, 1842–1845",23.5,17.01,,Folio-sized sheet mounts: 23 1/2 x 17 inches (59.7 x 43.2 cm)
1996.1.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","The Mosque of Omar, on the Ancient Site of the Temple, 1842–1845",23.5,17.01,,Folio-sized sheet mounts: 23 1/2 x 17 inches (59.7 x 43.2 cm)
1996.1.11,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Church of the Holy Sepulchre, Exterior View, 1842–1845",23.5,17.01,,Folio-sized mount sheets: 23 1/2 x 17 inches (59.7 x 43.2 cm)
1996.1.14,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","The Shrine of the Holy Sepulchre, 1842–1845",23.5,17.01,,"Folio-sized mount sheet: 23 1/2 x 17 inches (59.7 x 43.2 cm)
Frame: 30 1/4 × 22 5/8 × 1 1/8 inches (76.8 × 57.5 × 2.9 cm)"
1996.1.16,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Jerusalem - The Church of  the Purification, 1842–1845",23.5,17.01,,Folio-sized mount sheets: 23 1/2 x 17 inches (59.7 x 43.2 cm)
1996.1.18,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Jerusalem from the Mount of Olives, 1842–1845",23.5,17.01,,Folio-sized mount sheets: 23 1/2 x 17 inches (59.7 x 43.2 cm)
1996.1.48,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","The Immersion of the Pilgrims in the Jordan, 1842–1845",23.5,17.01,,Folio-sized sheet mounts: 23 1/2 x 17 inches (59.7 x 43.2 cm)
1996.1.59,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Gaza, 1842–1845",23.5,17.01,,Folio-sized sheet mounts: 23 1/2 x 17 inches (59.7 x 43.2 cm)
1996.1.61,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Jaffa, Looking South, 1842–1845",23.5,17.01,,Folio-sized sheet mounts: 23 1/2 x 17 inches (59.7 x 43.2 cm)
1996.1.89,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Arabs of the Desert, 1842–1845",23.5,17.01,,Folio-sized sheet mounts: 23 1/2 x 17 inches (59.7 x 43.2 cm)
1996.1.115,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Ascent to the Summit of Sinai, 1842–1845",23.5,17.01,,Folio-sized sheet mounts: 23 1/2 x 17 inches (59.7 x 43.2 cm)
1996.1.118,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Convent of Saint Catherine, with Mount Horeb, 1842–1845",23.5,17.01,,Folio-sized sheet mounts: 23 1/2 x 17 inches (59.7 x 43.2 cm)
1996.1.124,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Suez, General View, 1842–1845",23.5,17.01,,Folio-sized sheet mounts: 23 1/2 x 17 inches (59.7 x 43.2 cm)
1996.1.125,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,Published by F. G. Moon,"Map to Illustrate the Route of David Roberts, Esq., R. A., In the Holy Land, Petrea and Syria, 1842–1845",23.5,17.01,,Folio-sized sheet mounts: 23 1/2 x 17 inches (59.7 x 43.2 cm)
1996.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 03B",Screen, 03B,Analoly Glinov,"Russian Field, 1970",45.98,64.02,,46 x 64 inches (116.8 x 162.6 cm)
1996.4.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33A",Screen, 33A,Ivan Kabish,"To Mausoleum, 1963",20.0,27.01,,20 x 27 inches (50.8 x 68.6 cm)
1996.9.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Alexander Iakovlevich Golovin,"Two Visions of Skriabin the Composer, c. 1900–1910",82.01,41.26,,82 x 41 1/4 inches (208.3 x 104.8 cm)
1996.15.31,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,Leonid Pinchevsky,"Untitled, 1982",30.0,24.02,,30 x 24 inches (76.2 x 61 cm)
1996.16.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Screen, 54A,Leonid Lamm,"Yellow House in Uzhgorod, 1946",24.49,18.62,,24 1/2 x 18 5/8 inches (62.2 x 47.3 cm)
1996.16.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 05B",Screen, 05B,Leonid Lamm,"West-Ukraine Town, Road to Czechoslovakia borderline, 1946",19.06,14.02,,19 1/16 x 14 inches (48.4 x 35.6 cm)
1996.16.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31B",Screen, 31B,Leonid Lamm,"Silver Street, Uzhgorod, 1946",24.02,17.99,,24 x 18 inches (61 x 45.7 cm)
1996.16.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Leonid Lamm,"Sukhum, Georgia, 1950",14.49,20.51,,14 1/2 x 20 1/2 inches (36.8 x 52.1 cm)
1996.16.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Screen, 54A,Leonid Lamm,"Late Afternoon in Small Town, 1946",19.02,14.02,,19 x 14 inches (48.3 x 35.6 cm)
1996.16.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Screen, 54A,Leonid Lamm,"Kiev, 1950",17.76,14.02,,17 3/4 x 14 inches (45.1 x 35.6 cm)
1996.16.13,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Leonid Lamm,"Landscape, 1953",17.99,13.39,,18 x 13 3/8 inches (45.7 x 34 cm)
1996.16.15,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54B",Screen, 54B,Leonid Lamm,"Self-portrait, 1949",17.01,11.73,,17 x 11 3/4 inches (43.2 x 29.8 cm)
1996.16.16,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33B",Screen, 33B,Leonid Lamm,"Self-portrait with Green Lady, 1956",20.51,14.76,,20 1/2 x 14 3/4 inches (52.1 x 37.5 cm)
1996.18.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,Nicolas-Toussaint Charlet,"Interior of a Guard House, 19th century",21.73,17.99,,21 3/4 x 18 inches (55.2 x 45.7 cm)
1996.19.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26A",Screen, 26A,Max Pechstein,"Blumenvase auf Einem Tisch (Vase of Flowers on a Table) (recto) and Frau und Mann sich umarmend 
(Woman and Man Hugging Each Other) (verso), c. 1912–1923",35.0,29.49,,without frame: 35 x 29 1/2 inches (88.9 x 74.9 cm)
1996.22.22,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33B",Screen, 33B,Henry Elinson,"De Kooning, 1995–1996",50.0,37.99,,50 x 38 inches (127 x 96.5 cm)
1996.24.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Screen, 54A,Leonid Pinchevsky,"untitled, 1981",23.62,21.73,,23 5/8 x 21 3/4 inches (60 x 55.2 cm)
1996.26.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11A",Screen, 11A,"Anonymous M1 (attributed to), follower of Jan Josefsz van Goyen","Landscape (after Jan van Goyen), c. late 17th century–early 18th Century",16.61,28.11,0.2,16 5/8 x 28 1/8 x 3/16 inches (42.2 x 71.4 x 0.5 cm)
1996.27.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60B",Screen, 60B,Cleve Gray,"Abstract Canvas, 1980",35.98,24.02,,36 x 24 inches (91.4 x 61 cm)
1997.1.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31B",Screen, 31B,Valentin Popov,"Vatican Museum #3, 1985",49.02,59.02,,49 x 59 inches (124.5 x 149.9 cm)
1997.1.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34B",Screen, 34B,Valentin Popov,"Vatican Museum #4, 1985",59.02,48.74,,59 x 48 3/4 inches (149.9 x 123.8 cm)
1997.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Joseph Pascal Sebah,"713.Abydos table planche I (Temple de Seti I), c. 1860–1870",7.99,9.49,,"image: 8 x 9 1/2 inches (20.3 x 24.1 cm)
framed: 16 3/4 x 20 3/16 inches (42.5 x 51.3 cm)"
1997.4.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Joseph Pascal Sebah,"721.Abydos 2me Salle: Bas Relief (Temple de Seti I), c. 1860–1870",10.75,7.87,,"image: 10 3/4 x 7 7/8 inches (27.3 x 20 cm)
framed: 20 3/16 x 16 3/16 inches (51.3 x 41.1 cm)"
1997.5.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Screen, 32A,"Vitaly Komar, Alex Melamid","Onward to the Final Victory of Capitalism, 1980",24.02,20.0,,"Sheet: 24 x 20 inches (61 x 50.8 cm)
Image: 24 x 16 1/2 inches (61 x 41.9 cm)"
1997.5.1.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Screen, 32A,"Vitaly Komar, Alex Melamid","Glory to the American Worker, 1980",24.02,20.0,,"Sheet: 24 x 20 inches (61 x 50.8 cm)
Image: 24 x 16 5/8 inches (61 x 42.2 cm)"
1997.8.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36B",Screen, 36B,Oleg Kudryashov,"Icon with Saw, 1992",41.34,59.84,,41 5/16 x 59 13/16 inches (105 x 152 cm)
1997.8.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Screen, 35B,Oleg Kudryashov,"The Soldier and the Devil, 1991",35.98,47.01,,"Image: 36 x 47 inches (91.4 x 119.4 cm)
Plate: 36 x 47 inches (91.4 x 119.4 cm)
Sheet: 47 1/2 x 57 3/4 inches (120.7 x 146.7 cm)
Frame: 53 7/8 x 63 5/8 x 2 1/8 inches (136.8 x 161.6 x 5.4 cm)"
1997.18.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 27B",Screen, 27B,Shimon Okshteyn,"Armchair, 1995",92.01,73.62,42.01,"Overall assembled (approx.): 92 × 73 5/8 × 42 inches (233.7 × 187 × 106.7 cm)
.A: Painting: 86 1/4 × 72 inches (219.1 × 182.9 cm)
.A: Painting (including frame): 88 × 73 5/8 × 2 1/2 inches (223.5 × 187 × 6.4 cm)
.B: Chair: 37 3/4 × 41 × 38 inches (95.9 × 104.1 × 96.5 cm)
.C: Mount for Chair: 8 3/4 × 14 7/8 × 4 inches (22.2 × 37.8 × 10.2 cm)"
1997.23.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Screen, 32A,Leonid Tishkov,"Anatomical Map of Russia (portfolio), 1997",26.73,19.76,,Each sheet: 26 3/4 x 19 3/4 inches (67.9 x 50.2 cm)
1997.25.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 53B",Screen, 53B,"Edith London, American (born Germany), 1904 - 1997","In Flight, 1995",12.99,15.98,,13 x 16 inches (33 x 40.6 cm)
1997.32.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61B",Screen, 61B,Rhonda Wall,"Untitled, 1984",20.0,15.98,,20 x 16 inches (50.8 x 40.6 cm)
1997.32.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 51A",Screen, 51A,Rick Prol,"Green Man, 1984",54.02,67.99,,54 x 68 inches (137.2 x 172.7 cm)
1998.1.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Francesco Furini,"Angel, 17th century",33.27,28.15,,33 1/4 x 28 1/8 inches (84.5 x 71.5 cm)
1998.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Philip Andreyevich Maliavin,"Self Portrait, 1912",26.97,24.65,,27 x 24 5/8 inches (68.5 x 62.6 cm)
1998.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32B",Screen, 32B,Leonid Sokov,"Freedom, 1991",49.92,38.27,,Image and Sheet: 49 15/16 x 38 1/4 inches (126.8 x 97.2 cm)
1998.8.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55A",Screen, 55A,Vasily Shulzhenko,"Bulls' Shepherd from Remote Pastures, 1994",47.01,62.99,,47 x 63 inches (119.4 x 160 cm)
1998.8.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 53A",Screen, 53A,Vasily Shulzhenko,"The Banished, 1996",70.51,57.99,,70 1/2 x 58 inches (179.1 x 147.3 cm)
